"data","manancial","volume armazenado","pluviometria do dia","pluviometria acumulada no mês","média histórica do mês"
"2007-10-11","sistemaAltoTiete","46,1 %","0,0 mm","0,1 mm","114,9 mm"
"2007-10-11","sistemaGuarapiranga","36,1 %","0,0 mm","0,0 mm","117,8 mm"
"2007-10-11","sistemaCotia","59,0 %","0,0 mm","0,0 mm","122,4 mm"
"2007-10-11","sistemaRioGrande","68,3 %","0,0 mm","0,0 mm","138,1 mm"
"2007-10-11","sistemaRioClaro","28,1 %","0,0 mm","0,0 mm","179,1 mm"
"2007-10-12","sistemaCantareira","30,7 %","0,0 mm","0,0 mm","132,8 mm"
"2007-10-12","sistemaAltoTiete","45,9 %","0,0 mm","0,1 mm","114,9 mm"
"2007-10-12","sistemaGuarapiranga","35,7 %","0,0 mm","0,0 mm","117,8 mm"
"2007-10-12","sistemaCotia","58,3 %","0,0 mm","0,0 mm","122,4 mm"
"2007-10-12","sistemaRioGrande","67,7 %","0,0 mm","0,0 mm","138,1 mm"
"2007-10-12","sistemaRioClaro","27,1 %","0,1 mm","0,1 mm","179,1 mm"
"2007-10-13","sistemaCantareira","30,4 %","0,0 mm","0,0 mm","132,8 mm"
"2007-10-13","sistemaAltoTiete","45,6 %","0,0 mm","0,1 mm","114,9 mm"
"2007-10-13","sistemaGuarapiranga","35,2 %","0,0 mm","0,0 mm","117,8 mm"
"2007-10-13","sistemaCotia","57,6 %","0,0 mm","0,0 mm","122,4 mm"
"2007-10-13","sistemaRioGrande","67,5 %","0,0 mm","0,0 mm","138,1 mm"
"2007-10-13","sistemaRioClaro","26,2 %","0,0 mm","0,1 mm","179,1 mm"
"2007-10-14","sistemaCantareira","30,1 %","0,2 mm","0,2 mm","132,8 mm"
"2007-10-14","sistemaAltoTiete","45,4 %","0,0 mm","0,2 mm","114,9 mm"
"2007-10-14","sistemaGuarapiranga","34,8 %","1,6 mm","1,6 mm","117,8 mm"
"2007-10-14","sistemaCotia","57,1 %","0,6 mm","0,6 mm","122,4 mm"
"2007-10-14","sistemaRioGrande","67,2 %","5,2 mm","5,2 mm","138,1 mm"
"2007-10-14","sistemaRioClaro","25,6 %","1,5 mm","1,6 mm","179,1 mm"
"2007-10-15","sistemaCantareira","30,0 %","14,7 mm","14,8 mm","132,8 mm"
"2007-10-15","sistemaAltoTiete","45,3 %","6,6 mm","6,8 mm","114,9 mm"
"2007-10-15","sistemaGuarapiranga","34,6 %","9,6 mm","11,2 mm","117,8 mm"
"2007-10-15","sistemaCotia","56,7 %","2,6 mm","3,2 mm","122,4 mm"
"2007-10-15","sistemaRioGrande","66,9 %","3,0 mm","8,2 mm","138,1 mm"
"2007-10-15","sistemaRioClaro","25,4 %","17,0 mm","18,6 mm","179,1 mm"
"2007-10-16","sistemaCantareira","29,8 %","3,0 mm","17,8 mm","132,8 mm"
"2007-10-16","sistemaAltoTiete","45,1 %","0,7 mm","7,5 mm","114,9 mm"
"2007-10-16","sistemaGuarapiranga","34,4 %","6,2 mm","17,4 mm","117,8 mm"
"2007-10-16","sistemaCotia","56,3 %","3,1 mm","6,3 mm","122,4 mm"
"2007-10-16","sistemaRioGrande","66,9 %","2,2 mm","10,4 mm","138,1 mm"
"2007-10-16","sistemaRioClaro","25,4 %","5,3 mm","23,9 mm","179,1 mm"
"2007-10-17","sistemaCantareira","29,6 %","0,0 mm","17,8 mm","132,8 mm"
"2007-10-17","sistemaAltoTiete","44,9 %","0,5 mm","8,0 mm","114,9 mm"
"2007-10-17","sistemaGuarapiranga","34,1 %","1,0 mm","18,4 mm","117,8 mm"
"2007-10-17","sistemaCotia","56,0 %","2,1 mm","8,4 mm","122,4 mm"
"2007-10-17","sistemaRioGrande","66,9 %","6,0 mm","16,4 mm","138,1 mm"
"2007-10-17","sistemaRioClaro","25,5 %","0,8 mm","24,7 mm","179,1 mm"
"2007-10-18","sistemaCantareira","29,4 %","0,0 mm","17,8 mm","132,8 mm"
"2007-10-18","sistemaAltoTiete","44,8 %","0,1 mm","8,0 mm","114,9 mm"
"2007-10-18","sistemaGuarapiranga","33,8 %","0,2 mm","18,6 mm","117,8 mm"
"2007-10-18","sistemaCotia","55,5 %","0,1 mm","8,5 mm","122,4 mm"
"2007-10-18","sistemaRioGrande","66,7 %","0,4 mm","16,8 mm","138,1 mm"
"2007-10-18","sistemaRioClaro","25,3 %","1,7 mm","26,4 mm","179,1 mm"
"2007-10-19","sistemaCantareira","29,2 %","0,6 mm","18,4 mm","132,8 mm"
"2007-10-19","sistemaAltoTiete","44,5 %","3,3 mm","11,3 mm","114,9 mm"
"2007-10-19","sistemaGuarapiranga","33,8 %","0,9 mm","19,5 mm","117,8 mm"
"2007-10-19","sistemaCotia","55,0 %","0,3 mm","8,8 mm","122,4 mm"
"2007-10-19","sistemaRioGrande","66,7 %","0,0 mm","16,8 mm","138,1 mm"
"2007-10-19","sistemaRioClaro","25,0 %","2,8 mm","29,2 mm","179,1 mm"
"2007-10-20","sistemaCantareira","29,0 %","3,0 mm","21,4 mm","132,8 mm"
"2007-10-20","sistemaAltoTiete","44,4 %","0,8 mm","12,1 mm","114,9 mm"
"2007-10-20","sistemaGuarapiranga","33,7 %","0,0 mm","19,5 mm","117,8 mm"
"2007-10-20","sistemaCotia","54,6 %","0,2 mm","9,0 mm","122,4 mm"
"2007-10-20","sistemaRioGrande","66,4 %","0,8 mm","17,6 mm","138,1 mm"
"2007-10-20","sistemaRioClaro","24,8 %","0,0 mm","29,2 mm","179,1 mm"
"2007-10-21","sistemaCantareira","28,7 %","0,0 mm","21,4 mm","132,8 mm"
"2007-10-21","sistemaAltoTiete","44,1 %","0,1 mm","12,2 mm","114,9 mm"
"2007-10-21","sistemaGuarapiranga","33,3 %","0,0 mm","19,5 mm","117,8 mm"
"2007-10-21","sistemaCotia","54,1 %","0,0 mm","9,0 mm","122,4 mm"
"2007-10-21","sistemaRioGrande","66,1 %","0,0 mm","17,6 mm","138,1 mm"
"2007-10-21","sistemaRioClaro","24,3 %","0,0 mm","29,2 mm","179,1 mm"
"2007-10-22","sistemaCantareira","28,5 %","8,8 mm","30,2 mm","132,8 mm"
"2007-10-22","sistemaAltoTiete","43,9 %","4,0 mm","16,2 mm","114,9 mm"
"2007-10-22","sistemaGuarapiranga","33,0 %","0,0 mm","19,5 mm","117,8 mm"
"2007-10-22","sistemaCotia","53,6 %","0,0 mm","9,0 mm","122,4 mm"
"2007-10-22","sistemaRioGrande","65,7 %","0,0 mm","17,6 mm","138,1 mm"
"2007-10-22","sistemaRioClaro","23,7 %","3,8 mm","33,0 mm","179,1 mm"
"2007-10-23","sistemaCantareira","28,3 %","0,0 mm","30,2 mm","132,8 mm"
"2007-10-23","sistemaAltoTiete","43,7 %","2,8 mm","19,0 mm","114,9 mm"
"2007-10-23","sistemaGuarapiranga","32,5 %","0,8 mm","20,3 mm","117,8 mm"
"2007-10-23","sistemaCotia","53,1 %","0,3 mm","9,3 mm","122,4 mm"
"2007-10-23","sistemaRioGrande","65,7 %","7,7 mm","25,3 mm","138,1 mm"
"2007-10-23","sistemaRioClaro","23,9 %","14,7 mm","47,7 mm","179,1 mm"
"2007-10-24","sistemaCantareira","28,1 %","3,6 mm","33,8 mm","132,8 mm"
"2007-10-24","sistemaAltoTiete","43,6 %","0,8 mm","19,8 mm","114,9 mm"
"2007-10-24","sistemaGuarapiranga","32,3 %","5,8 mm","26,1 mm","117,8 mm"
"2007-10-24","sistemaCotia","52,7 %","1,6 mm","10,9 mm","122,4 mm"
"2007-10-24","sistemaRioGrande","65,7 %","4,5 mm","29,8 mm","138,1 mm"
"2007-10-24","sistemaRioClaro","24,8 %","6,2 mm","53,9 mm","179,1 mm"
"2007-10-25","sistemaCantareira","28,3 %","40,2 mm","74,0 mm","132,8 mm"
"2007-10-25","sistemaAltoTiete","44,1 %","51,3 mm","71,1 mm","114,9 mm"
"2007-10-25","sistemaGuarapiranga","33,5 %","81,4 mm","107,5 mm","117,8 mm"
"2007-10-25","sistemaCotia","53,8 %","43,9 mm","54,8 mm","122,4 mm"
"2007-10-25","sistemaRioGrande","67,6 %","54,0 mm","83,8 mm","138,1 mm"
"2007-10-25","sistemaRioClaro","26,1 %","55,0 mm","108,9 mm","179,1 mm"
"2007-10-26","sistemaCantareira","28,5 %","8,3 mm","82,3 mm","132,8 mm"
"2007-10-26","sistemaAltoTiete","44,3 %","7,4 mm","78,5 mm","114,9 mm"
"2007-10-26","sistemaGuarapiranga","34,5 %","7,0 mm","114,5 mm","117,8 mm"
"2007-10-26","sistemaCotia","54,4 %","2,8 mm","57,6 mm","122,4 mm"
"2007-10-26","sistemaRioGrande","68,4 %","12,0 mm","95,8 mm","138,1 mm"
"2007-10-26","sistemaRioClaro","26,5 %","5,5 mm","114,4 mm","179,1 mm"
"2007-10-27","sistemaCantareira","28,5 %","0,0 mm","82,3 mm","132,8 mm"
"2007-10-27","sistemaAltoTiete","44,4 %","14,2 mm","92,8 mm","114,9 mm"
"2007-10-27","sistemaGuarapiranga","34,8 %","5,2 mm","119,7 mm","117,8 mm"
"2007-10-27","sistemaCotia","54,4 %","0,0 mm","57,6 mm","122,4 mm"
"2007-10-27","sistemaRioGrande","68,8 %","19,2 mm","115,0 mm","138,1 mm"
"2007-10-27","sistemaRioClaro","26,8 %","25,0 mm","139,4 mm","179,1 mm"
"2007-10-28","sistemaCantareira","28,4 %","5,1 mm","87,4 mm","132,8 mm"
"2007-10-28","sistemaAltoTiete","44,8 %","19,1 mm","111,9 mm","114,9 mm"
"2007-10-28","sistemaGuarapiranga","36,3 %","10,8 mm","130,5 mm","117,8 mm"
"2007-10-28","sistemaCotia","54,1 %","0,0 mm","57,6 mm","122,4 mm"
"2007-10-28","sistemaRioGrande","70,8 %","24,4 mm","139,4 mm","138,1 mm"
"2007-10-28","sistemaRioClaro","27,0 %","7,5 mm","146,9 mm","179,1 mm"
"2007-10-29","sistemaCantareira","28,3 %","0,0 mm","87,4 mm","132,8 mm"
"2007-10-29","sistemaAltoTiete","45,0 %","0,0 mm","111,9 mm","114,9 mm"
"2007-10-29","sistemaGuarapiranga","37,1 %","0,2 mm","130,7 mm","117,8 mm"
"2007-10-29","sistemaCotia","53,9 %","7,8 mm","65,4 mm","122,4 mm"
"2007-10-29","sistemaRioGrande","71,5 %","0,0 mm","139,4 mm","138,1 mm"
"2007-10-29","sistemaRioClaro","26,7 %","0,1 mm","147,0 mm","179,1 mm"
"2007-10-30","sistemaCantareira","28,1 %","0,3 mm","87,7 mm","132,8 mm"
"2007-10-30","sistemaAltoTiete","44,9 %","2,6 mm","114,5 mm","114,9 mm"
"2007-10-30","sistemaGuarapiranga","37,3 %","7,6 mm","138,3 mm","117,8 mm"
"2007-10-30","sistemaCotia","53,9 %","5,0 mm","70,4 mm","122,4 mm"
"2007-10-30","sistemaRioGrande","71,2 %","6,6 mm","146,0 mm","138,1 mm"
"2007-10-30","sistemaRioClaro","26,4 %","6,5 mm","153,5 mm","179,1 mm"
"2007-10-31","sistemaCantareira","27,9 %","0,0 mm","87,7 mm","132,8 mm"
"2007-10-31","sistemaAltoTiete","44,8 %","0,2 mm","114,7 mm","114,9 mm"
"2007-10-31","sistemaGuarapiranga","37,2 %","0,0 mm","138,3 mm","117,8 mm"
"2007-10-31","sistemaCotia","53,6 %","1,0 mm","71,4 mm","122,4 mm"
"2007-10-31","sistemaRioGrande","71,2 %","0,1 mm","146,1 mm","138,1 mm"
"2007-10-31","sistemaRioClaro","26,0 %","0,8 mm","154,3 mm","179,1 mm"
"2007-11-1","sistemaCantareira","27,8 %","8,7 mm","8,7 mm","157,3 mm"
"2007-11-1","sistemaAltoTiete","44,7 %","4,8 mm","4,8 mm","130,3 mm"
"2007-11-1","sistemaGuarapiranga","37,0 %","0,0 mm","0,0 mm","123,4 mm"
"2007-11-1","sistemaCotia","53,3 %","0,0 mm","0,0 mm","133,9 mm"
"2007-11-1","sistemaRioGrande","70,9 %","0,6 mm","0,6 mm","143,1 mm"
"2007-11-1","sistemaRioClaro","25,6 %","3,8 mm","3,8 mm","204,0 mm"
"2007-11-2","sistemaCantareira","28,1 %","48,0 mm","56,7 mm","157,3 mm"
"2007-11-2","sistemaAltoTiete","44,7 %","23,2 mm","28,0 mm","130,3 mm"
"2007-11-2","sistemaGuarapiranga","36,9 %","3,4 mm","3,4 mm","123,4 mm"
"2007-11-2","sistemaCotia","53,3 %","5,2 mm","5,2 mm","133,9 mm"
"2007-11-2","sistemaRioGrande","71,0 %","11,2 mm","11,8 mm","143,1 mm"
"2007-11-2","sistemaRioClaro","25,7 %","22,4 mm","26,2 mm","204,0 mm"
"2007-11-3","sistemaCantareira","28,5 %","26,6 mm","83,3 mm","157,3 mm"
"2007-11-3","sistemaAltoTiete","44,6 %","23,5 mm","51,5 mm","130,3 mm"
"2007-11-3","sistemaGuarapiranga","36,7 %","8,8 mm","12,2 mm","123,4 mm"
"2007-11-3","sistemaCotia","53,3 %","8,8 mm","14,0 mm","133,9 mm"
"2007-11-3","sistemaRioGrande","71,3 %","7,8 mm","19,6 mm","143,1 mm"
"2007-11-3","sistemaRioClaro","26,5 %","35,8 mm","62,0 mm","204,0 mm"
"2007-11-4","sistemaCantareira","29,1 %","28,2 mm","111,5 mm","157,3 mm"
"2007-11-4","sistemaAltoTiete","45,2 %","14,1 mm","65,7 mm","130,3 mm"
"2007-11-4","sistemaGuarapiranga","37,1 %","10,6 mm","22,8 mm","123,4 mm"
"2007-11-4","sistemaCotia","53,3 %","12,6 mm","26,6 mm","133,9 mm"
"2007-11-4","sistemaRioGrande","71,6 %","10,6 mm","30,2 mm","143,1 mm"
"2007-11-4","sistemaRioClaro","27,0 %","19,3 mm","81,3 mm","204,0 mm"
"2007-11-5","sistemaCantareira","29,9 %","24,3 mm","135,8 mm","157,3 mm"
"2007-11-5","sistemaAltoTiete","45,6 %","14,7 mm","80,3 mm","130,3 mm"
"2007-11-5","sistemaGuarapiranga","37,7 %","8,8 mm","31,6 mm","123,4 mm"
"2007-11-5","sistemaCotia","53,9 %","14,8 mm","41,4 mm","133,9 mm"
"2007-11-5","sistemaRioGrande","71,9 %","7,0 mm","37,2 mm","143,1 mm"
"2007-11-5","sistemaRioClaro","27,7 %","18,5 mm","99,8 mm","204,0 mm"
"2007-11-6","sistemaCantareira","30,3 %","1,0 mm","136,8 mm","157,3 mm"
"2007-11-6","sistemaAltoTiete","45,8 %","0,2 mm","80,6 mm","130,3 mm"
"2007-11-6","sistemaGuarapiranga","38,2 %","0,4 mm","32,0 mm","123,4 mm"
"2007-11-6","sistemaCotia","54,1 %","0,6 mm","42,0 mm","133,9 mm"
"2007-11-6","sistemaRioGrande","72,0 %","0,2 mm","37,4 mm","143,1 mm"
"2007-11-6","sistemaRioClaro","27,8 %","0,5 mm","100,3 mm","204,0 mm"
"2007-11-7","sistemaCantareira","30,5 %","3,1 mm","139,9 mm","157,3 mm"
"2007-11-7","sistemaAltoTiete","46,0 %","9,6 mm","90,2 mm","130,3 mm"
"2007-11-7","sistemaGuarapiranga","40,1 %","31,0 mm","63,0 mm","123,4 mm"
"2007-11-7","sistemaCotia","53,9 %","0,4 mm","42,4 mm","133,9 mm"
"2007-11-7","sistemaRioGrande","72,0 %","8,8 mm","46,2 mm","143,1 mm"
"2007-11-7","sistemaRioClaro","27,8 %","1,2 mm","101,5 mm","204,0 mm"
"2007-11-8","sistemaCantareira","30,5 %","0,3 mm","140,1 mm","157,3 mm"
"2007-11-8","sistemaAltoTiete","45,9 %","0,0 mm","90,2 mm","130,3 mm"
"2007-11-8","sistemaGuarapiranga","40,8 %","0,2 mm","63,2 mm","123,4 mm"
"2007-11-8","sistemaCotia","53,8 %","0,0 mm","42,4 mm","133,9 mm"
"2007-11-8","sistemaRioGrande","72,0 %","0,0 mm","46,2 mm","143,1 mm"
"2007-11-8","sistemaRioClaro","27,7 %","1,6 mm","103,1 mm","204,0 mm"
"2007-11-9","sistemaCantareira","30,9 %","34,9 mm","175,0 mm","157,3 mm"
"2007-11-9","sistemaAltoTiete","45,9 %","0,0 mm","90,2 mm","130,3 mm"
"2007-11-9","sistemaGuarapiranga","41,1 %","4,2 mm","67,4 mm","123,4 mm"
"2007-11-9","sistemaCotia","53,4 %","3,0 mm","45,4 mm","133,9 mm"
"2007-11-9","sistemaRioGrande","71,9 %","0,0 mm","46,2 mm","143,1 mm"
"2007-11-9","sistemaRioClaro","27,5 %","0,2 mm","103,3 mm","204,0 mm"
"2007-11-10","sistemaCantareira","30,9 %","0,7 mm","175,7 mm","157,3 mm"
"2007-11-10","sistemaAltoTiete","45,7 %","0,0 mm","90,2 mm","130,3 mm"
"2007-11-10","sistemaGuarapiranga","40,9 %","0,0 mm","67,4 mm","123,4 mm"
"2007-11-10","sistemaCotia","53,3 %","0,0 mm","45,4 mm","133,9 mm"
"2007-11-10","sistemaRioGrande","71,7 %","0,0 mm","46,2 mm","143,1 mm"
"2007-11-10","sistemaRioClaro","27,5 %","0,0 mm","103,3 mm","204,0 mm"
"2007-11-11","sistemaCantareira","31,3 %","16,2 mm","191,9 mm","157,3 mm"
"2007-11-11","sistemaAltoTiete","45,6 %","1,3 mm","91,5 mm","130,3 mm"
"2007-11-11","sistemaGuarapiranga","40,9 %","3,0 mm","70,4 mm","123,4 mm"
"2007-11-11","sistemaCotia","53,0 %","1,0 mm","46,4 mm","133,9 mm"
"2007-11-11","sistemaRioGrande","71,5 %","3,0 mm","49,2 mm","143,1 mm"
"2007-11-11","sistemaRioClaro","26,9 %","1,7 mm","105,0 mm","204,0 mm"
"2007-11-12","sistemaCantareira","31,6 %","9,6 mm","201,5 mm","157,3 mm"
"2007-11-12","sistemaAltoTiete","45,6 %","2,6 mm","94,1 mm","130,3 mm"
"2007-11-12","sistemaGuarapiranga","41,0 %","11,8 mm","82,2 mm","123,4 mm"
"2007-11-12","sistemaCotia","53,3 %","8,5 mm","54,9 mm","133,9 mm"
"2007-11-12","sistemaRioGrande","71,2 %","1,6 mm","50,8 mm","143,1 mm"
"2007-11-12","sistemaRioClaro","26,5 %","10,9 mm","115,9 mm","204,0 mm"
"2007-11-13","sistemaCantareira","31,6 %","0,0 mm","201,5 mm","157,3 mm"
"2007-11-13","sistemaAltoTiete","45,5 %","1,3 mm","95,4 mm","130,3 mm"
"2007-11-13","sistemaGuarapiranga","41,0 %","1,2 mm","83,4 mm","123,4 mm"
"2007-11-13","sistemaCotia","53,1 %","0,3 mm","55,2 mm","133,9 mm"
"2007-11-13","sistemaRioGrande","71,2 %","3,4 mm","54,2 mm","143,1 mm"
"2007-11-13","sistemaRioClaro","26,9 %","4,2 mm","120,1 mm","204,0 mm"
"2007-11-14","sistemaCantareira","31,7 %","0,0 mm","201,5 mm","157,3 mm"
"2007-11-14","sistemaAltoTiete","45,2 %","0,0 mm","95,4 mm","130,3 mm"
"2007-11-14","sistemaGuarapiranga","41,1 %","0,0 mm","83,4 mm","123,4 mm"
"2007-11-14","sistemaCotia","53,0 %","0,2 mm","55,4 mm","133,9 mm"
"2007-11-14","sistemaRioGrande","71,2 %","0,0 mm","54,2 mm","143,1 mm"
"2007-11-14","sistemaRioClaro","27,0 %","0,0 mm","120,1 mm","204,0 mm"
"2007-11-15","sistemaCantareira","31,8 %","6,4 mm","207,9 mm","157,3 mm"
"2007-11-15","sistemaAltoTiete","45,2 %","9,9 mm","105,3 mm","130,3 mm"
"2007-11-15","sistemaGuarapiranga","41,5 %","14,6 mm","98,0 mm","123,4 mm"
"2007-11-15","sistemaCotia","52,8 %","6,4 mm","61,8 mm","133,9 mm"
"2007-11-15","sistemaRioGrande","71,3 %","12,6 mm","66,8 mm","143,1 mm"
"2007-11-15","sistemaRioClaro","26,5 %","4,5 mm","124,6 mm","204,0 mm"
"2007-11-16","sistemaCantareira","31,8 %","6,7 mm","214,6 mm","157,3 mm"
"2007-11-16","sistemaAltoTiete","45,2 %","13,9 mm","119,2 mm","130,3 mm"
"2007-11-16","sistemaGuarapiranga","41,9 %","3,0 mm","101,0 mm","123,4 mm"
"2007-11-16","sistemaCotia","52,8 %","3,2 mm","65,0 mm","133,9 mm"
"2007-11-16","sistemaRioGrande","71,9 %","9,4 mm","76,2 mm","143,1 mm"
"2007-11-16","sistemaRioClaro","28,5 %","29,5 mm","154,1 mm","204,0 mm"
"2007-11-17","sistemaCantareira","31,9 %","0,0 mm","214,6 mm","157,3 mm"
"2007-11-17","sistemaAltoTiete","45,3 %","0,0 mm","119,2 mm","130,3 mm"
"2007-11-17","sistemaGuarapiranga","41,8 %","0,0 mm","101,0 mm","123,4 mm"
"2007-11-17","sistemaCotia","52,7 %","0,2 mm","65,2 mm","133,9 mm"
"2007-11-17","sistemaRioGrande","72,4 %","0,0 mm","76,2 mm","143,1 mm"
"2007-11-17","sistemaRioClaro","28,8 %","0,3 mm","154,4 mm","204,0 mm"
"2007-11-18","sistemaCantareira","31,9 %","0,0 mm","214,6 mm","157,3 mm"
"2007-11-18","sistemaAltoTiete","45,3 %","0,0 mm","119,2 mm","130,3 mm"
"2007-11-18","sistemaGuarapiranga","41,9 %","0,0 mm","101,0 mm","123,4 mm"
"2007-11-18","sistemaCotia","52,7 %","0,0 mm","65,2 mm","133,9 mm"
"2007-11-18","sistemaRioGrande","72,6 %","0,0 mm","76,2 mm","143,1 mm"
"2007-11-18","sistemaRioClaro","28,9 %","0,0 mm","154,4 mm","204,0 mm"
"2007-11-19","sistemaCantareira","31,9 %","0,0 mm","214,6 mm","157,3 mm"
"2007-11-19","sistemaAltoTiete","45,2 %","3,0 mm","122,2 mm","130,3 mm"
"2007-11-19","sistemaGuarapiranga","42,1 %","13,6 mm","114,6 mm","123,4 mm"
"2007-11-19","sistemaCotia","52,5 %","1,7 mm","66,9 mm","133,9 mm"
"2007-11-19","sistemaRioGrande","72,7 %","8,4 mm","84,6 mm","143,1 mm"
"2007-11-19","sistemaRioClaro","29,0 %","10,8 mm","165,2 mm","204,0 mm"
"2007-11-20","sistemaCantareira","32,3 %","26,8 mm","241,4 mm","157,3 mm"
"2007-11-20","sistemaAltoTiete","45,5 %","28,9 mm","151,2 mm","130,3 mm"
"2007-11-20","sistemaGuarapiranga","42,4 %","19,0 mm","133,6 mm","123,4 mm"
"2007-11-20","sistemaCotia","52,7 %","7,8 mm","74,7 mm","133,9 mm"
"2007-11-20","sistemaRioGrande","72,9 %","7,0 mm","91,6 mm","143,1 mm"
"2007-11-20","sistemaRioClaro","29,3 %","14,3 mm","179,5 mm","204,0 mm"
"2007-11-21","sistemaCantareira","32,3 %","0,0 mm","241,4 mm","157,3 mm"
"2007-11-21","sistemaAltoTiete","45,4 %","0,8 mm","151,9 mm","130,3 mm"
"2007-11-21","sistemaGuarapiranga","42,4 %","0,0 mm","133,6 mm","123,4 mm"
"2007-11-21","sistemaCotia","52,5 %","0,0 mm","74,7 mm","133,9 mm"
"2007-11-21","sistemaRioGrande","72,9 %","0,0 mm","91,6 mm","143,1 mm"
"2007-11-21","sistemaRioClaro","29,3 %","0,0 mm","179,5 mm","204,0 mm"
"2007-11-22","sistemaCantareira","32,3 %","0,0 mm","241,4 mm","157,3 mm"
"2007-11-22","sistemaAltoTiete","45,3 %","0,0 mm","151,9 mm","130,3 mm"
"2007-11-22","sistemaGuarapiranga","42,4 %","0,0 mm","133,6 mm","123,4 mm"
"2007-11-22","sistemaCotia","52,2 %","0,0 mm","74,7 mm","133,9 mm"
"2007-11-22","sistemaRioGrande","72,9 %","0,0 mm","91,6 mm","143,1 mm"
"2007-11-22","sistemaRioClaro","29,2 %","0,5 mm","180,0 mm","204,0 mm"
"2007-11-23","sistemaCantareira","32,1 %","0,0 mm","241,4 mm","157,3 mm"
"2007-11-23","sistemaAltoTiete","45,3 %","0,0 mm","151,9 mm","130,3 mm"
"2007-11-23","sistemaGuarapiranga","42,3 %","0,0 mm","133,6 mm","123,4 mm"
"2007-11-23","sistemaCotia","51,7 %","0,0 mm","74,7 mm","133,9 mm"
"2007-11-23","sistemaRioGrande","72,4 %","0,0 mm","91,6 mm","143,1 mm"
"2007-11-23","sistemaRioClaro","28,9 %","0,0 mm","180,0 mm","204,0 mm"
"2007-11-24","sistemaCantareira","32,0 %","0,0 mm","241,4 mm","157,3 mm"
"2007-11-24","sistemaAltoTiete","45,0 %","0,0 mm","151,9 mm","130,3 mm"
"2007-11-24","sistemaGuarapiranga","42,0 %","0,0 mm","133,6 mm","123,4 mm"
"2007-11-24","sistemaCotia","51,3 %","0,0 mm","74,7 mm","133,9 mm"
"2007-11-24","sistemaRioGrande","72,4 %","0,0 mm","91,6 mm","143,1 mm"
"2007-11-24","sistemaRioClaro","28,5 %","0,0 mm","180,0 mm","204,0 mm"
"2007-11-25","sistemaCantareira","31,9 %","0,0 mm","241,4 mm","157,3 mm"
"2007-11-25","sistemaAltoTiete","44,9 %","0,0 mm","151,9 mm","130,3 mm"
"2007-11-25","sistemaGuarapiranga","41,9 %","0,0 mm","133,6 mm","123,4 mm"
"2007-11-25","sistemaCotia","51,1 %","0,0 mm","74,7 mm","133,9 mm"
"2007-11-25","sistemaRioGrande","72,3 %","0,0 mm","91,6 mm","143,1 mm"
"2007-11-25","sistemaRioClaro","28,1 %","8,7 mm","188,7 mm","204,0 mm"
"2007-11-26","sistemaCantareira","31,8 %","0,2 mm","241,6 mm","157,3 mm"
"2007-11-26","sistemaAltoTiete","44,7 %","0,0 mm","151,9 mm","130,3 mm"
"2007-11-26","sistemaGuarapiranga","41,5 %","0,0 mm","133,6 mm","123,4 mm"
"2007-11-26","sistemaCotia","50,6 %","0,0 mm","74,7 mm","133,9 mm"
"2007-11-26","sistemaRioGrande","71,9 %","0,0 mm","91,6 mm","143,1 mm"
"2007-11-26","sistemaRioClaro","27,8 %","0,0 mm","188,7 mm","204,0 mm"
"2007-11-27","sistemaCantareira","31,9 %","11,9 mm","253,5 mm","157,3 mm"
"2007-11-27","sistemaAltoTiete","44,4 %","9,5 mm","161,4 mm","130,3 mm"
"2007-11-27","sistemaGuarapiranga","41,4 %","7,6 mm","141,2 mm","123,4 mm"
"2007-11-27","sistemaCotia","50,5 %","10,2 mm","84,9 mm","133,9 mm"
"2007-11-27","sistemaRioGrande","71,6 %","3,5 mm","95,1 mm","143,1 mm"
"2007-11-27","sistemaRioClaro","27,5 %","3,2 mm","191,9 mm","204,0 mm"
"2007-11-28","sistemaCantareira","31,9 %","0,0 mm","253,5 mm","157,3 mm"
"2007-11-28","sistemaAltoTiete","44,4 %","1,1 mm","162,5 mm","130,3 mm"
"2007-11-28","sistemaGuarapiranga","41,1 %","2,1 mm","143,3 mm","123,4 mm"
"2007-11-28","sistemaCotia","50,3 %","0,0 mm","84,9 mm","133,9 mm"
"2007-11-28","sistemaRioGrande","71,9 %","0,0 mm","95,1 mm","143,1 mm"
"2007-11-28","sistemaRioClaro","27,7 %","16,5 mm","208,4 mm","204,0 mm"
"2007-11-29","sistemaCantareira","31,8 %","0,0 mm","253,5 mm","157,3 mm"
"2007-11-29","sistemaAltoTiete","44,2 %","0,1 mm","162,6 mm","130,3 mm"
"2007-11-29","sistemaGuarapiranga","41,0 %","0,0 mm","143,3 mm","123,4 mm"
"2007-11-29","sistemaCotia","50,2 %","0,0 mm","84,9 mm","133,9 mm"
"2007-11-29","sistemaRioGrande","71,9 %","0,0 mm","95,1 mm","143,1 mm"
"2007-11-29","sistemaRioClaro","27,7 %","0,2 mm","208,6 mm","204,0 mm"
"2007-11-30","sistemaCantareira","31,7 %","0,0 mm","253,5 mm","157,3 mm"
"2007-11-30","sistemaAltoTiete","44,1 %","0,0 mm","162,6 mm","130,3 mm"
"2007-11-30","sistemaGuarapiranga","40,6 %","0,0 mm","143,3 mm","123,4 mm"
"2007-11-30","sistemaCotia","49,9 %","0,0 mm","84,9 mm","133,9 mm"
